Observations,Brand preferences,Total sales,Fuel types,trim,body,transmission
9/1/2020,Suzuki,17.875,Gasoline,750li,,automatic
7/1/2020,Mahindra,17.875,Gasoline,650i,Convertible,automatic
7/1/2020,Hyundai,17.875,Ethanol,535i,Sedan,automatic
7/1/2020,Nissan,17.882,Ethanol,Technology Package,Hatchback,automatic
8/1/2020,Nissan,17.882,Ethanol,328i,Convertible,automatic
8/1/2020,Mahindra,17.882,Diesel,328i,Sedan,automatic
8/1/2020,Suzuki,17.887,Diesel,2.0T Premium quattro,Sedan,automatic
9/1/2020,Xiaomi,17.887,Gasoline,128i,Convertible,automatic
9/1/2020,Tesla,17.887,Gasoline,Special Edition,Sedan,automatic
9/1/2020,BYD,17.889,Gasoline,535i,Sedan,automatic
1/1/2021,Kia Corporation,17.889,Bio Diesel,528i,Sedan,automatic
1/1/2021,Toyota,17.889,Ethanol,335is,Convertible,automatic
1/1/2021,Suzuki,17.896,Bio Diesel,528i,Sedan,automatic
2/1/2021,Tata motors,17.896,Bio Diesel,650i,Convertible,automatic
2/1/2021,Mahindra,17.896,Ethanol,528i,Sedan,automatic
2/1/2021,Toyota,17.927,Gasoline,650i,Convertible,automatic
3/1/2021,Suzuki,17.927,Gasoline,3.0T Premium quattro,Sedan,automatic
3/1/2021,Mahindra,17.927,Gasoline,640i,Convertible,automatic
3/1/2021,Hyundai,17.929,Ethanol,Technology Package,Sedan,automatic
4/1/2021,Nissan,17.929,Ethanol,328i,Convertible,automatic
4/1/2021,Nissan,17.929,Ethanol,328i,Coupe,automatic
4/1/2021,Mahindra,17.939,Diesel,650i,Coupe,automatic
5/1/2021,Hyundai,17.939,Bio Diesel,740i,Sedan,automatic
5/1/2021,Suzuki,17.939,Diesel,Base,Sedan,automatic
5/1/2021,Xiaomi,17.943,Gasoline,Base,Sedan,automatic
5/1/2021,Tesla,17.943,Gasoline,4.2 quattro,Coupe,automatic
5/1/2021,Mahindra,17.943,Gasoline,328i,Sedan,automatic
5/1/2021,Tata motors,17.954,Gasoline,328i,Coupe,automatic
6/1/2021,Nissan,17.954,Ethanol,Base,Sedan,automatic
6/1/2021,Nissan,17.954,Gasoline,328i,Coupe,automatic
6/1/2021,Mahindra,17.956,Gasoline,740i,Sedan,automatic
6/1/2021,BYD,17.956,Gasoline,750li,,automatic
6/1/2021,Kia Corporation,17.956,Bio Diesel,528i,Sedan,automatic
6/1/2021,Toyota,17.967,Ethanol,3.0T Premium quattro,Sedan,automatic
6/1/2021,Suzuki,17.967,Ethanol,328i,Sedan,automatic
6/1/2021,Xiaomi,17.967,Ethanol,650i,Convertible,automatic
6/1/2021,Tesla,17.991,Ethanol,750li,,automatic
6/1/2021,Mahindra,17.991,Bio Diesel,750li,,automatic
6/1/2021,Toyota,17.991,Ethanol,328i,Convertible,automatic
6/1/2021,Suzuki,18.003,Bio Diesel,Technology Package,SUV,automatic
7/1/2021,Suzuki,18.003,Gasoline,Technology Package,,automatic
7/1/2021,Xiaomi,18.003,Ethanol,xDrive28i,SUV,automatic
7/1/2021,Tesla,18.031,Ethanol,650i,Convertible,automatic
7/1/2021,Suzuki,18.031,Bio Diesel,Base,Sedan,automatic
7/1/2021,Tata motors,18.031,Bio Diesel,528i,Sedan,automatic
7/1/2021,Mahindra,18.054,Ethanol,740Li,Sedan,automatic
7/1/2021,BYD,18.054,Diesel,Base,Hatchback,automatic
7/1/2021,Kia Corporation,18.054,Diesel,328i,Sedan,automatic
7/1/2021,Toyota,18.061,Gasoline,650i,Convertible,automatic
7/1/2021,Mahindra,18.061,Bio Diesel,750li,,automatic
7/1/2021,Hyundai,18.061,Ethanol,328i,Convertible,automatic
7/1/2021,Nissan,18.077,Gasoline,650i,Convertible,automatic
8/1/2021,BYD,18.077,Ethanol,128i,Convertible,automatic
8/1/2021,Kia Corporation,18.077,Diesel,xDrive28i,SUV,automatic
8/1/2021,Toyota,18.079,Gasoline,750i,,automatic
8/1/2021,Suzuki,18.079,Gasoline,Technology Package,Sedan,automatic
8/1/2021,Mahindra,18.079,Gasoline,Premium Plus quattro,Coupe,automatic
8/1/2021,Suzuki,18.079,Gasoline,3.2 Premium Plus quattro,SUV,automatic
8/1/2021,Nissan,18.081,Gasoline,xdr 750i xdriv,,automatic
9/1/2021,Hyundai,18.081,Ethanol,750li,,automatic
9/1/2021,Nissan,18.081,Ethanol,Technology and Entertainment Packages,SUV,automatic
9/1/2021,Nissan,18.096,Gasoline,740i,Sedan,automatic
3/1/2022,Mahindra,18.096,Gasoline,550i,Sedan,automatic
3/1/2022,Suzuki,18.096,Ethanol,3.0T Premium quattro,Sedan,automatic
4/1/2022,Xiaomi,18.102,Ethanol,750li,,automatic
4/1/2022,Tesla,18.102,Ethanol,740Li,Sedan,automatic
4/1/2022,BYD,18.102,Diesel,535i,Sedan,automatic
5/1/2022,Kia Corporation,18.109,Diesel,Special Edition,Sedan,automatic
5/1/2022,Toyota,18.109,Gasoline,328i,Coupe,automatic
5/1/2022,Suzuki,18.109,Gasoline,2.0T Premium quattro,Sedan,automatic
6/1/2022,Tata motors,18.147,Gasoline,328i,Sedan,automatic
6/1/2022,Mahindra,18.147,Bio Diesel,328i,Convertible,automatic
6/1/2022,Toyota,18.147,Ethanol,650i,Convertible,automatic
7/1/2022,Suzuki,18.186,Bio Diesel,Technology Package,Hatchback,automatic
7/1/2022,Mahindra,18.186,Bio Diesel,2.0T Premium quattro,Sedan,automatic
7/1/2022,Hyundai,18.186,Ethanol,640i,Convertible,automatic
8/1/2022,Nissan,18.262,Gasoline,328i,Convertible,automatic
8/1/2022,Nissan,18.262,Gasoline,528i,Sedan,automatic
8/1/2022,Mahindra,18.262,Gasoline,535i xDrive,Sedan,automatic
9/1/2022,Suzuki,18.27,Ethanol,640i,Coupe,automatic
9/1/2022,Xiaomi,18.27,Ethanol,750li,,automatic
9/1/2022,Tesla,18.27,Ethanol,Base,SUV,automatic
3/1/2023,Tata motors,18.277,Diesel,535i,Sedan,automatic
3/1/2023,Mahindra,18.277,Diesel,650i,Convertible,automatic
4/1/2023,Toyota,18.277,Gasoline,SE,Sedan,automatic
4/1/2023,Suzuki,18.281,Gasoline,E-350 Super Duty XL,Van,automatic
4/1/2023,Mahindra,18.281,Gasoline,Limited,SUV,automatic
5/1/2023,Hyundai,18.281,Bio Diesel,SE,Sedan,automatic
5/1/2023,Nissan,18.313,Ethanol,SEL,SUV,automatic
5/1/2023,Nissan,18.313,Bio Diesel,xDrive35i Premium,SUV,automatic
6/1/2023,Mahindra,18.313,Bio Diesel,Base,SUV,automatic
6/1/2023,Suzuki,18.314,Ethanol,LT,Crew Cab,automatic
6/1/2023,Xiaomi,18.314,Gasoline,SEL,SUV,automatic
7/1/2023,Tesla,18.314,Gasoline,Titanium,Hatchback,automatic
7/1/2023,BYD,18.318,Gasoline,Limited,Wagon,automatic
7/1/2023,Kia Corporation,18.318,Ethanol,sDrive28i,Convertible,automatic
8/1/2023,Toyota,18.318,Ethanol,xDrive35d,SUV,automatic
8/1/2023,Suzuki,18.322,Ethanol,LT Fleet,Sedan,automatic
8/1/2023,Tata motors,18.322,Diesel,LS,SUV,automatic
8/1/2023,Mahindra,18.322,Gasoline,LS Fleet,Sedan,automatic
8/1/2023,Hyundai,18.343,Bio Diesel,Titanium,Hatchback,automatic
8/1/2023,Nissan,18.343,Ethanol,SE,Sedan,automatic
9/1/2023,Mahindra,18.343,Diesel,Work Truck,Crew Cab,automatic
9/1/2023,Toyota,18.391,Gasoline,Lariat,Crew Cab,automatic
9/1/2023,Suzuki,18.391,Gasoline,Leather Group,SUV,automatic
9/1/2023,Nissan,18.391,Bio Diesel,SES,Hatchback,automatic
9/1/2023,Mahindra,18.449,Bio Diesel,LT Fleet,Sedan,automatic
9/1/2023,Suzuki,18.449,Ethanol,Limited,SUV,automatic
9/1/2023,Xiaomi,18.449,Gasoline,Sport,Hatchback,manual
9/1/2023,Tesla,18.482,Gasoline,xDrive35i Premium,SUV,automatic
1/1/2024,Kia Corporation,18.482,Ethanol,LX,Sedan,automatic
1/1/2024,BYD,18.482,Ethanol,SEL,Hatchback,automatic
1/1/2024,Tesla,18.482,Diesel,SE,Hatchback,manual
2/1/2024,Mahindra,18.482,Diesel,SEL,SUV,automatic
2/1/2024,Suzuki,18.482,Gasoline,SEL,SUV,automatic
2/1/2024,Tesla,18.496,Gasoline,XLS,SUV,automatic
3/1/2024,Nissan,18.496,Gasoline,SXT,SUV,automatic
3/1/2024,Mahindra,18.496,Bio Diesel,SE,SUV,automatic
3/1/2024,Suzuki,18.635,Ethanol,SEL,Sedan,automatic
4/1/2024,Xiaomi,18.635,Bio Diesel,sDrive28i,Convertible,automatic
4/1/2024,Tesla,18.635,Bio Diesel,SRT8,Sedan,automatic
4/1/2024,BYD,18.654,Ethanol,SE,Wagon,automatic
5/1/2024,Kia Corporation,18.654,Gasoline,Limited,Wagon,automatic
5/1/2024,Toyota,18.654,Gasoline,xDrive50i,SUV,automatic
5/1/2024,Suzuki,18.697,Gasoline,wagon v8 xlt,,automatic
6/1/2024,Tata motors,18.697,Ethanol,LS,Sedan,manual
6/1/2024,Mahindra,18.697,Ethanol,xDrive35d,SUV,automatic
6/1/2024,Toyota,19.104,Diesel,LT,Convertible,automatic
7/1/2024,Suzuki,19.104,Diesel,LT,SUV,automatic
7/1/2024,Mahindra,19.104,Gasoline,S V6,Sedan,automatic
7/1/2024,Hyundai,19.104,Gasoline,XLT,SuperCrew,automatic
8/1/2024,Nissan,19.401,Gasoline,Base,SUV,automatic
8/1/2024,Nissan,19.401,Bio Diesel,Limited,SUV,automatic
8/1/2024,Mahindra,19.401,Ethanol,xDrive35d,SUV,automatic
8/1/2024,BYD,21.135,Gasoline,C Pop,Convertible,manual
8/1/2024,Kia Corporation,21.135,Gasoline,xDrive28i,SUV,automatic
8/1/2024,Toyota,21.135,Gasoline,LS Fleet,Sedan,automatic
9/1/2024,Suzuki,21.495,Bio Diesel,Leather Group,SUV,automatic
9/1/2024,Xiaomi,21.495,Bio Diesel,LTZ Fleet,SUV,automatic
9/1/2024,Tesla,21.495,Ethanol,LT Fleet,Sedan,automatic
9/1/2024,Suzuki,21.495,Ethanol,Work Truck,Crew Cab,automatic
9/1/2024,Tata motors,22.055,Ethanol,Luxury,SUV,automatic
9/1/2024,Mahindra,22.055,Gasoline,Limited,SUV,automatic
  9/1/2023,BYD,22.055,Gasoline,American Value Package,Minivan,automatic
